PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,DEVICE DISPLAY WIDTH,DEVICE DISPLAY HEIGHT,DEVICE DISPLAY RESOLUTION,OS,OS VERSION,OS MAKER,BROWSER,BROWSER VERSION,APPLICATION,APPLICATION VERSION,LANGUAGE CODE,COUNTRY CODE,UNKNOWN PROPERTIES
1372307,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,21.0.1180.89,Unknown,Unknown,Unknown,Unknown,9
1312643,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Safari,5.1,Unknown,Unknown,Unknown,Unknown,4
1216636,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.5,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8.1,en,GB,2
1183318,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8.1,en,GB,2
1174233,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Sunday Times/223",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,Sunday Times,223,en,US,2
1074743,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.3,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8.1,en,GB,2
1000063,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,9
998350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",Computer,Apple,Computer,Unknown,Unknown,Unknown,Unknown,MAC OS X,10.6.8,Apple Inc.,Safari,5.1.7,Unknown,Unknown,Unknown,Unknown,8
987428,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,15.0.1,Unknown,Unknown,Unknown,Unknown,9
984234,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,6.0,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,AU,2
961171,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-CA) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,CA,2
889004,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8.1,en,US,2
841965,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,IE,2
825846,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Sunday Times/223",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1,Apple Inc.,Unknown,Unknown,Sunday Times,223,en,GB,2
820112,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,GB,2
781917,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.2,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,GB,2
765135,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,Vista,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,9
744091,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,fr,FR,2
740336,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25",Computer,Apple,Computer,Unknown,Unknown,Unknown,Unknown,MAC OS X,10.7.4,Apple Inc.,Safari,6.0,Unknown,Unknown,Unknown,Unknown,8
725332,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,22.0.1229.79,Unknown,Unknown,Unknown,Unknown,9
671991,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.0,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,GB,2
668347,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.3.0",Smartphone,Samsung,GT-I9100P,Unknown,480,800,480 x 800,ANDROID,2.3.4,Google Inc.,Unknown,Unknown,Times,1.3.0,en,gb,3
656257,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-ZA) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,ZA,2
643538,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,21.0.1180.89,Unknown,Unknown,Unknown,Unknown,9
636517,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,SG,2
635433,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,XP,Microsoft Corporation,Chrome,21.0.1180.89,Unknown,Unknown,Unknown,Unknown,9
633053,"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,XP,Microsoft Corporation,Firefox,15.0.1,Unknown,Unknown,Unknown,Unknown,9
603238,"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A403 Safari/8536.25",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,6.0,Apple Inc.,Safari,6.0,Unknown,Unknown,Unknown,Unknown,4
512955,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.0.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8.1,en,GB,2
511131,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,GB,2
495589,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.3.0",Smartphone,Samsung,GT-I9100,Unknown,480,800,480 x 800,ANDROID,2.3.3,Google Inc.,Unknown,Unknown,Times,1.3.0,en,gb,3
479835,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,HK,2
476465,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14",Computer,Apple,Computer,Unknown,Unknown,Unknown,Unknown,MAC OS X,10.8.2,Apple Inc.,Safari,6.0.1,Unknown,Unknown,Unknown,Unknown,8
457221,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-US) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.5,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,US,2
454423,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25",Computer,Apple,Computer,Unknown,Unknown,Unknown,Unknown,MAC OS X,10.8.1,Apple Inc.,Safari,6.0,Unknown,Unknown,Unknown,Unknown,8
440950,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-US) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,US,2
435262,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; GT-I9100 Build/IML74K) Times/1.3.0",Smartphone,Samsung,GT-I9100,Unknown,480,800,480 x 800,ANDROID,4.0.3,Google Inc.,Unknown,Unknown,Times,1.3.0,en,gb,3
433464,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-CA) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,6.0,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,CA,2
433079,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,Vista,Microsoft Corporation,Chrome,21.0.1180.89,Unknown,Unknown,Unknown,Unknown,9
430047,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.3,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,US,2
423917,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8,en,GB,2
416779,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9100 Build/IMM76D) Times/1.3.0",Smartphone,Samsung,GT-I9100,Unknown,480,800,480 x 800,ANDROID,4.0.4,Google Inc.,Unknown,Unknown,Times,1.3.0,en,gb,3
412582,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Sunday Times/223",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.5,Apple Inc.,Unknown,Unknown,Sunday Times,223,en,GB,2
411607,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-NZ) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,NZ,2
402492,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.5,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8,en,GB,2
390670,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Sunday Times/223",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.3,Apple Inc.,Unknown,Unknown,Sunday Times,223,en,GB,2
386465,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-US) Sunday Times/223",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,6.0,Apple Inc.,Unknown,Unknown,Sunday Times,223,en,US,2
374792,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1,Apple Inc.,Unknown,Unknown,Sunday Times,2.1.1,en,GB,2
369589,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,de,DE,2
365980,"Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2_2 like Mac OS X; en-GB) iPadTimes/2.4",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,3.2.2,Apple Inc.,Unknown,Unknown,iPadTimes,2.4,en,GB,2
363301,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fr-FR) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,6.0,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8.1,fr,FR,2
362486,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Sunday Times/223",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.0.1,Apple Inc.,Unknown,Unknown,Sunday Times,223,en,GB,2
361838,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8,en,US,2
357076,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,320,480,320 x 480,iOS,5.1.1,Apple Inc.,Unknown,Unknown,Times,1.2.1,en,GB,2
355684,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-N7000 Build/IMM76D) Times/1.3.0",Smartphone,Samsung,GT-N7000,Unknown,800,1280,800 x 1280,ANDROID,4.0.4,Google Inc.,Unknown,Unknown,Times,1.3.0,en,gb,3
345569,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-CH) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,de,CH,2
338799,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,22.0.1229.79,Unknown,Unknown,Unknown,Unknown,9
334578,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-IE) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,6.0,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8.1,en,IE,2
326803,"Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,15.0.1,Unknown,Unknown,Unknown,Unknown,9
325031,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,XP,Microsoft Corporation,Chrome,22.0.1229.79,Unknown,Unknown,Unknown,Unknown,9
323511,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_4 like Mac OS X; en-GB) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.4,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,GB,2
322355,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,4.3.3,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.8,en,GB,2
318229,"Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.3.0",Smartphone,Samsung,GT-I9100,Unknown,480,800,480 x 800,ANDROID,2.3.4,Google Inc.,Unknown,Unknown,Times,1.3.0,en,gb,3
308899,"Mozilla/5.0 (Windows NT 6.0; rv:15.0) Gecko/20100101 Firefox/15.0.1",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,Vista,Microsoft Corporation,Firefox,15.0.1,Unknown,Unknown,Unknown,Unknown,9
302372,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nl-NL) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,nl,NL,2
295384,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3",Computer,Apple,Computer,Unknown,Unknown,Unknown,Unknown,MAC OS X,10.5.8,Apple Inc.,Safari,5.0.6,Unknown,Unknown,Unknown,Unknown,8
287541,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-ZA) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,6.0,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,ZA,2
286717,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Desire S Build/GRJ90) Times/1.3.0",Smartphone,HTC,Desire S,Unknown,480,800,480 x 800,ANDROID,2.3.5,Google Inc.,Unknown,Unknown,Times,1.3.0,en,gb,3
286377,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.0.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.7,en,US,2
278271,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) iPadTimesAnvil/2.5",Tablet,Apple,iPad,iPad,768,1024,768 x 1024,iOS,5.1.1,Apple Inc.,Unknown,Unknown,iPadTimesAnvil,2.5,en,GB,2
265168,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.3.1",Smartphone,Apple,iPhone,iPhone,320,480,320 x 480,iOS,5.1,Apple Inc.,Unknown,Unknown,Times,1.3.1,en,GB,2
259151,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)",Computer,Unknown,Computer,Unknown,Unknown,Unknown,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,9
